  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    0.920    3.5398     0.068     0.154     0.124
    0.955    3.4338     0.074     0.148     0.120
    0.990    3.3270     0.082     0.144     0.120
    1.025    3.2202     0.088     0.140     0.116
    1.060    3.1143     0.092     0.136     0.116
    1.095    3.0099     0.098     0.134     0.116
    1.130    2.9076     0.104     0.132     0.112
    1.165    2.8082     0.108     0.130     0.112
    1.200    2.7123     0.112     0.126     0.112
    1.235    2.6208     0.114     0.126     0.112
    1.270    2.5343     0.116     0.130     0.112
    1.305    2.4538     0.116     0.130     0.116
    1.340    2.3804     0.114     0.136     0.116
    1.375    2.3152     0.106     0.144     0.116
    1.410    2.2507     0.062     0.182     0.112
    1.445    2.2031     0.060     0.182     0.116
    1.480    2.1758     0.058     0.181     0.116
    1.516    2.1669     0.058     0.181     0.114
    1.516    2.1669     0.058     0.181     0.114
    1.544    2.1730     0.058     0.180     0.116
    1.573    2.1884     0.070     0.173     0.114
    1.601    2.2094     0.086     0.164     0.112
    1.630    2.2359     0.100     0.153     0.108
    1.659    2.2680     0.112     0.146     0.106
    1.687    2.3058     0.118     0.140     0.100
    1.716    2.3489     0.124     0.134     0.098
    1.744    2.3970     0.128     0.129     0.098
    1.773    2.4500     0.132     0.125     0.098
    1.802    2.5075     0.134     0.121     0.092
    1.830    2.5693     0.136     0.118     0.092
    1.859    2.6353     0.138     0.118     0.094
    1.888    2.7051     0.138     0.115     0.094
    1.916    2.7783     0.140     0.112     0.094
    1.945    2.8544     0.142     0.109     0.094
    1.973    2.9321     0.142     0.105     0.100
    2.002    3.0091     0.142     0.099     0.100
    2.031    3.0790     0.138     0.091     0.100
    2.059    3.1148     0.131     0.085     0.106
    2.059    3.1148     0.131     0.085     0.106
    2.083    3.1223     0.130     0.085     0.106
    2.106    3.1444     0.130     0.085     0.104
    2.129    3.1801     0.128     0.086     0.108
    2.153    3.2276     0.126     0.088     0.110
    2.176    3.2851     0.122     0.089     0.112
    2.199    3.3505     0.118     0.091     0.116
    2.223    3.4220     0.112     0.096     0.120
    2.246    3.4982     0.106     0.102     0.124
    2.269    3.5780     0.100     0.109     0.130
    2.293    3.6372     0.074     0.165     0.160
    2.316    3.6923     0.066     0.168     0.164
    2.340    3.7501     0.060     0.170     0.170
    2.363    3.8101     0.056     0.173     0.174
    2.386    3.8715     0.052     0.176     0.184
    2.410    3.9334     0.050     0.177     0.190
    2.433    3.9943     0.046     0.179     0.200
    2.456    4.0522     0.044     0.181     0.204
    2.480    4.1042     0.040     0.184     0.210
    2.503    4.1457     0.039     0.188     0.218
    2.503    4.1457     0.039     0.188     0.218
    2.520    4.1454     0.039     0.186     0.218
    2.536    4.1445     0.039     0.187     0.216
    2.553    4.1430     0.039     0.188     0.212
    2.569    4.1410     0.039     0.189     0.212
    2.586    4.1385     0.039     0.189     0.208
    2.602    4.1355     0.039     0.189     0.208
    2.619    4.1321     0.040     0.190     0.204
    2.635    4.1282     0.040     0.192     0.201
    2.652    4.1241     0.040     0.192     0.197
    2.668    4.1195     0.040     0.194     0.196
    2.685    4.1148     0.040     0.194     0.191
    2.701    4.1100     0.041     0.196     0.189
    2.718    4.1052     0.041     0.198     0.188
    2.734    4.1006     0.042     0.198     0.185
    2.751    4.0965     0.042     0.198     0.185
    2.767    4.0930     0.043     0.200     0.184
    2.784    4.0903     0.043     0.200     0.183
    2.800    4.0887     0.043     0.200     0.182
    2.817    4.0881     0.043     0.200     0.182
 
# Band-Index   44
    2.817    4.0881     0.043     0.200     0.182
    2.800    4.0887     0.043     0.200     0.182
    2.784    4.0904     0.043     0.200     0.183
    2.767    4.0930     0.043     0.200     0.184
    2.751    4.0965     0.042     0.198     0.185
    2.734    4.1007     0.042     0.198     0.185
    2.718    4.1052     0.041     0.198     0.188
    2.701    4.1100     0.041     0.196     0.189
    2.685    4.1149     0.040     0.194     0.191
    2.668    4.1196     0.040     0.194     0.196
    2.652    4.1241     0.040     0.192     0.197
    2.635    4.1283     0.040     0.192     0.201
    2.619    4.1321     0.040     0.190     0.204
    2.602    4.1355     0.039     0.189     0.208
    2.586    4.1385     0.039     0.189     0.208
    2.569    4.1410     0.039     0.189     0.212
    2.553    4.1430     0.039     0.188     0.212
    2.536    4.1445     0.039     0.187     0.216
    2.520    4.1454     0.039     0.186     0.218
    2.503    4.1457     0.039     0.188     0.218
    2.503    4.1457     0.039     0.188     0.218
    2.480    4.1693     0.038     0.189     0.220
    2.456    4.1655     0.040     0.185     0.212
    2.433    4.1304     0.046     0.174     0.198
    2.410    4.0708     0.054     0.163     0.184
    2.386    3.9967     0.062     0.150     0.166
    2.363    3.9151     0.070     0.139     0.158
    2.340    3.8304     0.078     0.132     0.148
    2.316    3.7450     0.086     0.122     0.140
    2.293    3.6605     0.092     0.116     0.134
    2.269    3.5850     0.082     0.161     0.154
    2.246    3.5356     0.094     0.158     0.150
    2.223    3.4887     0.110     0.151     0.148
    2.199    3.4439     0.130     0.145     0.142
    2.176    3.4011     0.150     0.136     0.138
    2.153    3.3612     0.170     0.130     0.134
    2.129    3.3262     0.184     0.123     0.126
    2.106    3.2987     0.194     0.121     0.126
    2.083    3.2811     0.200     0.118     0.124
    2.059    3.2751     0.202     0.119     0.124
    2.059    3.2751     0.202     0.119     0.124
    2.031    3.3086     0.198     0.110     0.124
    2.002    3.3709     0.200     0.097     0.132
    1.973    3.3824     0.030     0.193     0.136
    1.945    3.3019     0.032     0.189     0.136
    1.916    3.2111     0.036     0.186     0.134
    1.888    3.1138     0.040     0.186     0.132
    1.859    3.0126     0.042     0.185     0.132
    1.830    2.9098     0.044     0.184     0.132
    1.802    2.8071     0.046     0.184     0.130
    1.773    2.7062     0.048     0.184     0.130
    1.744    2.6087     0.050     0.183     0.128
    1.716    2.5166     0.052     0.183     0.130
    1.687    2.4315     0.054     0.182     0.126
    1.659    2.3555     0.054     0.182     0.124
    1.630    2.2902     0.056     0.182     0.120
    1.601    2.2375     0.056     0.182     0.120
    1.573    2.1987     0.056     0.181     0.120
    1.544    2.1749     0.056     0.181     0.120
    1.516    2.1669     0.058     0.181     0.118
    1.516    2.1669     0.058     0.181     0.118
    1.480    2.1780     0.056     0.182     0.116
    1.445    2.2109     0.056     0.182     0.116
    1.410    2.2593     0.094     0.155     0.116
    1.375    2.3198     0.062     0.182     0.116
    1.340    2.4105     0.062     0.186     0.116
    1.305    2.5219     0.062     0.186     0.120
    1.270    2.6524     0.060     0.186     0.124
    1.235    2.8001     0.058     0.188     0.128
    1.200    2.9630     0.056     0.188     0.136
    1.165    3.1386     0.054     0.190     0.144
    1.130    3.3215     0.036     0.196     0.160
    1.095    3.4990     0.032     0.200     0.168
    1.060    3.6743     0.026     0.204     0.180
    1.025    3.8410     0.022     0.208     0.192
    0.990    3.9915     0.016     0.214     0.204
    0.955    4.1180     0.012     0.216     0.216
    0.920    4.2161     0.008     0.216     0.224
    0.885    4.2859     0.008     0.214     0.232
    0.850    4.3290     0.134     0.144     0.212
    0.850    4.3290     0.134     0.144     0.212
    0.838    4.3222     0.126     0.151     0.212
    0.826    4.3133     0.118     0.156     0.216
    0.815    4.3024     0.110     0.164     0.216
    0.803    4.2896     0.102     0.172     0.216
    0.791    4.2750     0.094     0.176     0.212
    0.780    4.2588     0.086     0.182     0.212
    0.768    4.2415     0.078     0.186     0.212
    0.756    4.2233     0.072     0.192     0.208
    0.745    4.2047     0.066     0.194     0.204
    0.733    4.1862     0.060     0.196     0.200
    0.721    4.1682     0.056     0.198     0.196
    0.710    4.1512     0.052     0.200     0.196
    0.698    4.1356     0.050     0.200     0.192
    0.686    4.1217     0.048     0.200     0.188
    0.674    4.1100     0.046     0.200     0.188
    0.663    4.1006     0.044     0.200     0.188
    0.651    4.0937     0.044     0.200     0.180
    0.639    4.0895     0.044     0.200     0.180
    0.628    4.0881     0.043     0.200     0.182
    0.628    4.0881     0.043     0.200     0.182
    0.595    4.1816     0.034     0.196     0.176
    0.562    4.2283     0.026     0.152     0.112
    0.529    4.1563     0.112     0.048     0.072
    0.496    4.0357     0.152     0.024     0.080
    0.463    3.9053     0.172     0.016     0.088
    0.430    3.7692     0.188     0.012     0.096
    0.396    3.6192     0.034     0.184     0.196
    0.363    3.4343     0.038     0.184     0.188
    0.330    3.2492     0.042     0.182     0.176
    0.297    3.0688     0.044     0.182     0.164
    0.264    2.8972     0.048     0.182     0.152
    0.231    2.7379     0.050     0.180     0.148
    0.198    2.5940     0.052     0.180     0.136
    0.165    2.4679     0.054     0.182     0.132
    0.132    2.3618     0.054     0.182     0.124
    0.099    2.2775     0.056     0.182     0.124
    0.066    2.2164     0.056     0.182     0.116
    0.033    2.1793     0.056     0.182     0.120
    0.000    2.1669     0.058     0.181     0.118
 
# Band-Index   45
    0.000    2.1669     0.058     0.182     0.118
    0.033    2.1793     0.056     0.182     0.120
    0.066    2.2164     0.056     0.182     0.116
    0.099    2.2775     0.056     0.182     0.124
    0.132    2.3618     0.054     0.182     0.124
    0.165    2.4679     0.054     0.182     0.132
    0.198    2.5940     0.052     0.180     0.136
    0.231    2.7380     0.050     0.180     0.148
    0.264    2.8972     0.048     0.182     0.152
    0.297    3.0688     0.044     0.182     0.164
    0.330    3.2492     0.042     0.182     0.176
    0.363    3.4343     0.038     0.184     0.188
    0.396    3.6192     0.034     0.184     0.196
    0.430    3.7977     0.030     0.188     0.208
    0.463    3.9629     0.024     0.192     0.220
    0.496    4.1070     0.020     0.196     0.228
    0.529    4.2231     0.014     0.200     0.236
    0.562    4.3068     0.012     0.202     0.240
    0.595    4.3566     0.008     0.202     0.240
    0.628    4.3731     0.008     0.204     0.240
    0.628    4.3731     0.008     0.204     0.240
    0.639    4.3732     0.008     0.204     0.240
    0.651    4.3736     0.008     0.202     0.240
    0.663    4.3742     0.008     0.204     0.244
    0.674    4.3749     0.008     0.204     0.244
    0.686    4.3757     0.008     0.204     0.244
    0.698    4.3765     0.008     0.204     0.244
    0.710    4.3772     0.008     0.204     0.244
    0.721    4.3777     0.008     0.204     0.244
    0.733    4.3779     0.008     0.206     0.244
    0.745    4.3777     0.008     0.204     0.244
    0.756    4.3768     0.008     0.206     0.244
    0.768    4.3752     0.008     0.206     0.244
    0.780    4.3728     0.008     0.208     0.244
    0.791    4.3694     0.008     0.208     0.244
    0.803    4.3648     0.008     0.210     0.244
    0.815    4.3589     0.008     0.210     0.240
    0.826    4.3515     0.008     0.212     0.240
    0.838    4.3425     0.008     0.212     0.240
    0.850    4.3317     0.006     0.214     0.236
    0.850    4.3317     0.006     0.214     0.236
    0.885    4.3370     0.154     0.128     0.208
    0.920    4.3259     0.162     0.128     0.208
    0.955    4.2716     0.062     0.220     0.196
    0.990    4.1061     0.042     0.202     0.192
    1.025    3.9147     0.046     0.194     0.180
    1.060    3.7166     0.048     0.192     0.168
    1.095    3.5185     0.050     0.191     0.160
    1.130    3.3247     0.052     0.190     0.152
    1.165    3.1472     0.040     0.192     0.156
    1.200    2.9798     0.044     0.190     0.148
    1.235    2.8224     0.046     0.188     0.140
    1.270    2.6779     0.048     0.186     0.136
    1.305    2.5482     0.050     0.184     0.132
    1.340    2.4352     0.052     0.184     0.128
    1.375    2.3404     0.054     0.182     0.124
    1.410    2.2653     0.056     0.182     0.120
    1.445    2.2136     0.074     0.170     0.116
    1.480    2.1802     0.058     0.180     0.116
    1.516    2.1669     0.058     0.182     0.118
    1.516    2.1669     0.058     0.182     0.118
    1.544    2.1749     0.056     0.182     0.118
    1.573    2.1987     0.056     0.182     0.118
    1.601    2.2375     0.056     0.182     0.118
    1.630    2.2902     0.056     0.182     0.122
    1.659    2.3555     0.054     0.182     0.124
    1.687    2.4315     0.054     0.182     0.126
    1.716    2.5166     0.052     0.183     0.126
    1.744    2.6087     0.050     0.183     0.128
    1.773    2.7062     0.048     0.182     0.130
    1.802    2.8071     0.046     0.184     0.130
    1.830    2.9098     0.044     0.184     0.132
    1.859    3.0126     0.042     0.184     0.132
    1.888    3.1138     0.040     0.186     0.132
    1.916    3.2111     0.036     0.186     0.136
    1.945    3.3019     0.032     0.189     0.136
    1.973    3.3824     0.030     0.193     0.136
    2.002    3.4473     0.026     0.197     0.138
    2.031    3.4904     0.022     0.199     0.138
    2.059    3.5056     0.022     0.200     0.138
    2.059    3.5056     0.022     0.200     0.138
    2.083    3.5100     0.022     0.199     0.140
    2.106    3.5234     0.026     0.198     0.140
    2.129    3.5468     0.034     0.196     0.140
    2.153    3.5816     0.046     0.193     0.140
    2.176    3.6290     0.062     0.188     0.140
    2.199    3.6896     0.078     0.184     0.142
    2.223    3.7621     0.090     0.181     0.144
    2.246    3.8444     0.098     0.182     0.150
    2.269    3.9339     0.100     0.182     0.156
    2.293    4.0278     0.100     0.188     0.160
    2.316    4.1232     0.094     0.195     0.170
    2.340    4.2167     0.084     0.204     0.180
    2.363    4.3041     0.068     0.215     0.186
